date,avg_block_size,avg_block_gas_limit,avg_block_gas_used,target_blob_gas_per_block,max_blob_gas_per_block,target_blobs_per_block,max_blobs_per_block,gas_per_blob,blocks_count,total_blob_gas_used,total_blobs,avg_blobs_per_block,avg_blob_gas_used,avg_max_gas_utilization,avg_target_gas_utilization,avg_blob_gas_price,avg_blob_base_fee
2025-12-02 00:00:00.000 UTC,140641.83258678613,59944848,30430287,786432,1179648,6,9,131072,7144,5349441536,40813,5.712905935050392,748802.006718925,0.6347673261166982,0.9521509891750797,618498.7112262038,479477300605.8499
2025-12-01 00:00:00.000 UTC,154334.02155051776,59914924,30347870,786432,1179648,6,9,131072,7146,4882300928,37249,5.2125664707528685,683221.51245452,0.5791740523058652,0.8687610784588157,1.6896165687097677,1213929.2157850545
2025-11-30 00:00:00.000 UTC,113952.11998882526,59900107,30596222,786432,1179648,6,9,131072,7159,4295622656,32773,4.577874004749266,600031.1015504958,0.5086526671943642,0.7629790007915507,1,600031.1015504958
2025-11-29 00:00:00.000 UTC,111012.05098477441,59890901,30570258,786432,1179648,6,9,131072,7159,4156686336,31713,4.429808632490571,580623.8770778042,0.4922009591656169,0.7383014387484312,1,580623.8770778042
2025-11-28 00:00:00.000 UTC,137968.79116409537,59872060,30434765,786432,1179648,6,9,131072,7130,4740087808,36164,5.072089761570828,664808.9492286115,0.563565529063419,0.8453482935951452,1.0727910238429172,719112.8325385695
2025-11-27 00:00:00.000 UTC,144453.18833263215,59821458,30380733,786432,1179648,6,9,131072,7131,5222432768,39844,5.587435142336278,732356.2989763006,0.6208261269262377,0.9312391903893874,2.352965923432899,1775271.0767073343
2025-11-26 00:00:00.000 UTC,137965.09267059815,59268636,30074067,786432,1179648,6,9,131072,7122,5173018624,39467,5.541561359168773,726343.5304689694,0.6157290399076322,0.9235935598614732,2.0144622297107553,1507898.5183937096
2025-11-25 00:00:00.000 UTC,125816.36911806143,48357762,24475073,786432,1179648,6,9,131072,7098,5201199104,39682,5.590588898281206,732769.6680755143,0.6211765442534541,0.9317648163802082,2.62102000563539,1987408.2840236686
2025-11-24 00:00:00.000 UTC,119226.9166783955,45309049,22915995,786432,1179648,6,9,131072,7105,5338431488,40729,5.732441942294159,751362.63026038,0.6369379935882249,0.9554069903823648,32.823645320197045,25405111.109359607
2025-11-23 00:00:00.000 UTC,107133.7029494382,45244093,22981720,786432,1179648,6,9,131072,7120,4791205888,36554,5.133988764044944,672922.1752808989,0.5704431960049904,0.8556647940074993,1.0064606741573034,677653.2853932584
2025-11-22 00:00:00.000 UTC,110922.19814110688,45216706,22875032,786432,1179648,6,9,131072,7101,4886888448,37284,5.250528094634559,688197.2184199409,0.5833920105149375,0.8750880157724273,1.0116884945782285,696595.7200394311
2025-11-21 00:00:00.000 UTC,124794.83221005336,45136539,22786797,786432,1179648,6,9,131072,7122,5503188992,41986,5.895254142094917,772702.7509126649,0.6550282380105212,0.9825423570158212,59888.571187868576,46224375127.05869
2025-11-20 00:00:00.000 UTC,120721.09384205358,45145788,22769509,786432,1179648,6,9,131072,7129,5390991360,41130,5.769392621686071,756205.8297096367,0.6410436246317731,0.9615654369476896,1691018.3899565157,1308163786751.7126
