date,avg_block_size,avg_block_gas_limit,avg_block_gas_used,target_blob_gas_per_block,max_blob_gas_per_block,target_blobs_per_block,max_blobs_per_block,gas_per_blob,blocks_count,total_blob_gas_used,total_blobs,avg_blobs_per_block,avg_blob_gas_used,avg_max_gas_utilization,avg_target_gas_utilization,avg_blob_gas_price,avg_blob_base_fee
2025-11-19 00:00:00.000 UTC,126195.94211043979,45086631,22752827,786432,1179648,6,9,131072,7117,5510004736,42038,5.906702262189125,774203.278909653,0.6563002513543306,0.9844503770315276,236315563.60432768,182645385719447.16
2025-11-18 00:00:00.000 UTC,121748.83887719299,45033493,22708500,786432,1179648,6,9,131072,7125,5251399680,40065,5.623157894736842,737038.5515789473,0.6247953216374089,0.937192982456138,1114625617.1559298,860752577439033.1
2025-11-17 00:00:00.000 UTC,121765.96799101502,45043216,22753936,786432,1179648,6,9,131072,7123,5194776576,39633,5.564088165098975,729296.1639758529,0.618232018344321,0.9273480275165005,61610.555243577146,47642423884.264496
2025-11-16 00:00:00.000 UTC,111990.87506987144,45042998,22832168,786432,1179648,6,9,131072,7156,5359271936,40888,5.713806595863611,748920.0581330352,0.6348673995403885,0.9523010993106091,2197.9146171045277,1697562266.8306317
2025-11-15 00:00:00.000 UTC,107053.05284496016,45039410,22807982,786432,1179648,6,9,131072,7153,5028052992,38361,5.362924647001258,702929.2593317489,0.5958805163334643,0.8938207745002148,4.709492520620719,3584241.0759122046
2025-11-14 00:00:00.000 UTC,124549.85816098379,45032716,22712282,786432,1179648,6,9,131072,7156,5454692352,41616,5.815539407490218,762254.3812185578,0.646171045276671,0.9692565679150393,80542.16014533259,62362769097.76635
2025-11-13 00:00:00.000 UTC,122579.51260857383,45021117,22750465,786432,1179648,6,9,131072,7138,5608964096,42793,5.9950966657326985,785789.3101709163,0.6661218517480587,0.9991827776221246,6120452.619361166,4720363268244.622
2025-11-12 00:00:00.000 UTC,119016.70088099566,45006698,22716589,786432,1179648,6,9,131072,7151,5255462912,40096,5.607047965319536,734926.9909103622,0.6230053294799337,0.9345079942199309,1.7789120402740874,1330992.0783107257
2025-11-11 00:00:00.000 UTC,122123.07888468544,45001649,22698981,786432,1179648,6,9,131072,7137,5268963328,40199,5.632478632478633,738260.2393162394,0.6258309591642748,0.9387464387464443,414.61370323665403,321263257.01891553
2025-11-10 00:00:00.000 UTC,122607.26018194541,45000763,22692381,786432,1179648,6,9,131072,7145,5292032000,40375,5.650804758572428,740662.2813156053,0.6278671953969232,0.94180079309541,32.27375787263821,24938442.972708188
2025-11-09 00:00:00.000 UTC,114778.68067578888,45002687,22780577,786432,1179648,6,9,131072,7162,4970119168,37919,5.294470818207205,693956.8790840547,0.5882745353563456,0.8824118030345443,2.1632225635297404,1592501.0086567998
2025-11-08 00:00:00.000 UTC,114893.31255241823,44998694,22735499,786432,1179648,6,9,131072,7154,4700766208,35864,5.013139502376293,657082.2208554655,0.5570155002640257,0.8355232503960562,1.034386357282639,682952.1766843724
2025-11-07 00:00:00.000 UTC,119587.5098615191,45001445,22670436,786432,1179648,6,9,131072,7149,5166071808,39414,5.513218631976501,722628.5925304239,0.6125798479973724,0.9188697719960928,65.79073996363128,50758965.82123374
2025-11-06 00:00:00.000 UTC,122090.02125576843,45001427,22644505,786432,1179648,6,9,131072,7151,4681236480,35715,4.994406376730527,654626.8326108237,0.5549340418589416,0.8324010627884222,1.7945741854286115,1266601.6523563138
2025-11-05 00:00:00.000 UTC,121322.72324929971,44999920,22645404,786432,1179648,6,9,131072,7140,4673241088,35654,4.993557422969188,654515.5585434174,0.5548397136632334,0.8322595704948669,1.0145658263305322,665107.7915966386
2025-11-04 00:00:00.000 UTC,130515.21686241611,44999090,22743537,786432,1179648,6,9,131072,7152,5050859520,38535,5.388003355704698,706216.3758389262,0.5986670395227301,0.8980005592841213,1.650307606263982,1201365.0469798658
2025-11-03 00:00:00.000 UTC,128349.0227749057,44998746,22739991,786432,1179648,6,9,131072,7157,5080350720,38760,5.415676959619953,709843.6104513064,0.6017418844022002,0.902612826603331,1.750034930836943,1284329.7873410648
2025-11-02 00:00:00.000 UTC,111374.67174186339,45002291,22834558,786432,1179648,6,9,131072,7159,4805099520,36660,5.120826931135634,671197.0275178098,0.5689807701261705,0.8534711551892762,1.0222098058388043,687894.5640452577
2025-11-01 00:00:00.000 UTC,102602.20634698728,44998195,22844254,786432,1179648,6,9,131072,7153,4883742720,37260,5.209003215434084,682754.4694533763,0.57877813504822,0.8681672025723524,1,682754.4694533763
2025-10-31 00:00:00.000 UTC,124950.67357803306,44998805,22735022,786432,1179648,6,9,131072,7138,4821483520,36785,5.153404314934155,675467.0103670496,0.5726004794371196,0.858900719155698,1.005743905855982,679139.5236760997
2025-10-30 00:00:00.000 UTC,126203.75129533678,44999937,22693811,786432,1179648,6,9,131072,7141,5250875392,40061,5.609998599635905,735313.7364514774,0.6233331777373015,0.9349997666059889,33321978.599635907,25791671405786.105
2025-10-29 00:00:00.000 UTC,118705.94054280917,44997575,22749383,786432,1179648,6,9,131072,7148,4988600320,38060,5.324566312255176,697901.5556799105,0.5916184791394499,0.8874277187092023,1.036793508673755,724306.6592053721
2025-10-28 00:00:00.000 UTC,117092.76038159372,45001166,22739369,786432,1179648,6,9,131072,7128,5250875392,40061,5.620230078563412,736654.7968574635,0.6244700087292508,0.9367050130939076,1.6968294051627384,1271479.3086419753
2025-10-27 00:00:00.000 UTC,120649.7731092437,44999202,22724811,786432,1179648,6,9,131072,7140,4935516160,37655,5.273809523809524,691248.7619047619,0.5859788359788254,0.8789682539682608,1.007983193277311,697012.9927170868
2025-10-26 00:00:00.000 UTC,102973.88702695155,44999215,22828572,786432,1179648,6,9,131072,7161,4844683264,36962,5.161569613182516,676537.2523390588,0.5735077347980482,0.8602616021970949,1.0404971372713308,706994.4242424242
2025-10-25 00:00:00.000 UTC,93819.0988396477,45000026,22856059,786432,1179648,6,9,131072,7153,4793171968,36569,5.112400391444149,670092.5441073675,0.5680444879382271,0.8520667319073674,1,670092.5441073675
2025-10-24 00:00:00.000 UTC,106971.17175679462,44998061,22779169,786432,1179648,6,9,131072,7138,5007081472,38201,5.351779209862706,701468.4045951247,0.5946421344291761,0.89196320164379,1.016671336508826,713863.137013169
2025-10-23 00:00:00.000 UTC,107496.14953008837,44994626,22783551,786432,1179648,6,9,131072,7129,4717674496,35993,5.0488147005190065,661758.2404264272,0.5609794111687717,0.841469116753176,1.2997615373825222,891230.7656052742
2025-10-22 00:00:00.000 UTC,113695.73965493057,44989855,22760429,786432,1179648,6,9,131072,7129,4783603712,36496,5.119371580866882,671006.2718473839,0.5688190645407553,0.8532285968111558,6.799410857062702,5146060.649179408
2025-10-21 00:00:00.000 UTC,112547.17832069643,44986257,22776574,786432,1179648,6,9,131072,7122,4739694592,36161,5.077365908452681,665500.5043527099,0.5641517676058427,0.8462276514087825,1.4837124403257511,1033963.3675933727
2025-10-20 00:00:00.000 UTC,105084.31180682297,44991361,22790798,786432,1179648,6,9,131072,7123,4456448000,34000,4.77326968973747,625642.0047732696,0.5303632988597139,0.7955449482895796,1.2604239786606768,824430.5511722589
2025-10-19 00:00:00.000 UTC,106516.90074094785,44990806,22819391,786432,1179648,6,9,131072,7153,4482400256,34198,4.780931077869425,626646.1982385013,0.5312145642077084,0.796821846311574,1.0267020830420803,646033.0535439675
2025-10-18 00:00:00.000 UTC,110939.81150293871,44988756,22798675,786432,1179648,6,9,131072,7146,4601806848,35109,4.913098236775818,643969.61209068,0.5458998040861924,0.8188497061293099,1.0100755667506298,651159.6798208788
2025-10-17 00:00:00.000 UTC,124824.62403913347,44990690,22723796,786432,1179648,6,9,131072,7155,5011800064,38237,5.344095038434661,700461.2248777079,0.5937883376038351,0.8906825064057792,40.218728162124386,31066408.824039135
2025-10-16 00:00:00.000 UTC,125317.88569827707,44986374,22709018,786432,1179648,6,9,131072,7139,4794744832,36581,5.124107017789607,671626.9550357193,0.5693452241988379,0.8540178362982775,2.426390250735397,1771702.7393192323
2025-10-15 00:00:00.000 UTC,121957.18088975937,44991059,22755348,786432,1179648,6,9,131072,7148,4843241472,36951,5.169418019026301,677565.9585898153,0.5743797798918018,0.8615696698377264,1.015388919977616,688678.1063234471
2025-10-14 00:00:00.000 UTC,122305.69216783217,44989854,22744889,786432,1179648,6,9,131072,7150,5077860352,38741,5.4183216783216785,710190.259020979,0.6020357420357306,0.9030536130536191,201995.1111888112,156437663593.9088
2025-10-13 00:00:00.000 UTC,122354.03652904129,44985952,22728014,786432,1179648,6,9,131072,7145,5046009856,38498,5.3881035689293215,706229.510986704,0.5986781743254683,0.8980172614882276,5885.309727081875,4557951257.474598
2025-10-12 00:00:00.000 UTC,122616.43365921787,44987128,22749093,786432,1179648,6,9,131072,7160,4912578560,37480,5.23463687150838,686114.3240223464,0.5816263190564772,0.8724394785847391,1.0226256983240223,701619.6290502794
2025-10-11 00:00:00.000 UTC,127926.75087327092,44988807,22578467,786432,1179648,6,9,131072,7157,4917428224,37517,5.242000838340086,687079.5338829118,0.5824445375933303,0.8736668063900151,1.889618555260584,1362291.7132876904
2025-10-10 00:00:00.000 UTC,126059.16466144376,44983565,22873849,786432,1179648,6,9,131072,7148,5141037056,39223,5.487269166200336,719227.3441522104,0.6096965740222472,0.9145448610333964,863213.9008114157,668727872080.5104
2025-10-09 00:00:00.000 UTC,124771.42669461915,44987016,22722948,786432,1179648,6,9,131072,7155,5315100672,40551,5.667505241090147,742851.2469601678,0.6297228045655587,0.9445842068483662,1205356.1087351502,934322616634.5706
2025-10-08 00:00:00.000 UTC,126059.41358543417,44984160,22716619,786432,1179648,6,9,131072,7140,5160042496,39368,5.513725490196078,722695.0274509804,0.6126361655773287,0.91895424836602,1.1340336134453781,822504.3361344538
2025-10-07 00:00:00.000 UTC,128466.97834590668,44990912,22725828,786432,1179648,6,9,131072,7158,5311168512,40521,5.660938809723387,741990.5716680638,0.6289932010803647,0.9434898016205726,3.8249511036602404,2920169.897736798
2025-10-06 00:00:00.000 UTC,123492.76269053279,44985480,22768085,786432,1179648,6,9,131072,7151,5458231296,41643,5.823381345266396,763282.2396867571,0.6470423716962517,0.9705635575444108,76.09844776954272,58925964.44021815
2025-10-05 00:00:00.000 UTC,115039.50174507887,44985561,22773428,786432,1179648,6,9,131072,7163,5347475456,40798,5.695658243752618,746541.3173251431,0.6328509159724997,0.9492763739587788,3382690.359905068,2625698185451.593
2025-10-04 00:00:00.000 UTC,109196.41590940864,44986353,22816913,786432,1179648,6,9,131072,7153,5142609920,39235,5.485111142178107,718944.4876275689,0.6094567935753319,0.914185190363026,1.117293443310499,805745.5590661261
2025-10-03 00:00:00.000 UTC,127016.16848129536,44987391,22690275,786432,1179648,6,9,131072,7164,5005246464,38187,5.330402010050252,698666.4522613066,0.5922668900055736,0.8884003350083846,1.01214405360134,707210.6487995533
2025-10-02 00:00:00.000 UTC,125093.94879686626,44985640,22698911,786432,1179648,6,9,131072,7148,5021237248,38309,5.359401231113599,702467.4381645216,0.5954890256792776,0.893233538518942,1.103805260212647,777685.3094571908
2025-10-01 00:00:00.000 UTC,125231.68431372549,44985255,22723375,786432,1179648,6,9,131072,7140,5252055040,40070,5.6120448179271705,735581.9383753501,0.623560535325228,0.9353408029878698,2798.462324929972,2167732436.2577033
2025-09-30 00:00:00.000 UTC,123782.02655485674,44988678,22669705,786432,1179648,6,9,131072,7155,4833411072,36876,5.153878406708595,675529.150524109,0.5726531563009457,0.8589797344514412,1.004891684136967,678844.8782669462
2025-09-29 00:00:00.000 UTC,123457.87288727476,44986641,22703581,786432,1179648,6,9,131072,7159,4790026240,36545,5.1047632350887,669091.526749546,0.5671959150098456,0.8507938725147927,1.0182986450621596,682438.5707501047
2025-09-28 00:00:00.000 UTC,116541.71608391608,44980313,22781742,786432,1179648,6,9,131072,7150,4788846592,36536,5.10993006993007,669768.7541258741,0.5677700077700002,0.8516550116550201,1.0218181818181817,685424.0671328672
2025-09-27 00:00:00.000 UTC,135883.02166620072,44987128,22719039,786432,1179648,6,9,131072,7154,5023072256,38323,5.356863293262511,702134.7855745038,0.5952070325847119,0.8928105488770965,1.7520268381325133,1281057.4939893766
2025-09-26 00:00:00.000 UTC,125328.7340053199,44984322,22670988,786432,1179648,6,9,131072,7143,5130551296,39143,5.479910401791964,718262.8161836764,0.6088789335324263,0.9133184002986642,234.24065518689625,181199489.09309813
2025-09-25 00:00:00.000 UTC,124401.99902070509,44985225,22727040,786432,1179648,6,9,131072,7148,5400952832,41206,5.764689423614997,755589.3721320649,0.6405210470683151,0.9607815706025025,3172.437045327364,2443197703.019586
2025-09-24 00:00:00.000 UTC,127504.27607875995,44985433,22742050,786432,1179648,6,9,131072,7161,5375393792,41011,5.726993436670856,750648.4837313225,0.6363326040745239,0.9544989061118098,2992561.6922217566,2314073490952.365
2025-09-23 00:00:00.000 UTC,127193.87248883929,44983991,22713441,786432,1179648,6,9,131072,7168,5238816768,39969,5.576032366071429,730861.7142857143,0.6195591517857004,0.9293387276785791,17.860909598214285,13706166.857142856
2025-09-22 00:00:00.000 UTC,123700.12463281577,44983826,22722885,786432,1179648,6,9,131072,7149,5045485568,38494,5.384529304797874,705761.0250384669,0.5982810338664154,0.897421550799647,1.6498811022520632,1200659.122114981
2025-09-21 00:00:00.000 UTC,109722.95018191995,44981146,22773561,786432,1179648,6,9,131072,7146,4961992704,37857,5.297649034424853,694373.4542401343,0.5886276704916432,0.882941505737483,1.0356842989084802,720327.3977050098
2025-09-20 00:00:00.000 UTC,125598.31599552573,44986041,22720193,786432,1179648,6,9,131072,7152,4540071936,34638,4.843120805369128,634797.5302013423,0.5381245339298999,0.8071868008948598,1.0002796420581654,634852.5100671141
2025-09-19 00:00:00.000 UTC,120902.71364715742,44980910,22671705,786432,1179648,6,9,131072,7159,4570349568,34869,4.870652325743819,638406.1416398939,0.5411835917493079,0.811775387623973,1.001396843134516,639266.6506495321
2025-09-18 00:00:00.000 UTC,121820.03184802347,44982155,22675405,786432,1179648,6,9,131072,7159,4828823552,36841,5.146109791870373,674510.9026400335,0.5717899768744772,0.8576849653117314,1.0227685430926108,689725.4342785305
2025-09-17 00:00:00.000 UTC,126264.89518492673,44982733,22720848,786432,1179648,6,9,131072,7165,4844683264,36962,5.158688066992323,676159.5623168178,0.5731875629991418,0.8597813444987246,1.0237264480111654,693263.863782275
2025-09-16 00:00:00.000 UTC,137243.1247206704,44984742,22683029,786432,1179648,6,9,131072,7160,4531814400,34575,4.82891061452514,632934.9720670391,0.5365456238361265,0.8048184357541945,1.0013966480446927,633941.8100558659
2025-09-15 00:00:00.000 UTC,130895.98713826366,44984689,22718958,786432,1179648,6,9,131072,7153,4669964288,35629,4.980986998462184,652867.9278624353,0.5534429998291266,0.8301644997437037,1.0197120089472949,667325.6110722774
2025-09-14 00:00:00.000 UTC,115319.67061776601,44982070,22760557,786432,1179648,6,9,131072,7171,4330225664,33037,4.607028308464649,603852.4144470785,0.5118920342738484,0.7678380514107773,1.0001394505647747,603852.4144470785
2025-09-13 00:00:00.000 UTC,126749.77842891029,44987848,22702952,786432,1179648,6,9,131072,7167,4271243264,32587,4.546811776196456,595959.7131296219,0.5052013084662714,0.7578019626994114,1.0026510394865356,597422.7743825868
2025-09-12 00:00:00.000 UTC,132169.55952547104,44984211,22692790,786432,1179648,6,9,131072,7165,4509138944,34402,4.801395673412421,629328.5337055129,0.533488408156933,0.8002326122354038,1.045917655268667,664085.9377529658
2025-09-11 00:00:00.000 UTC,131433.2184181107,44985470,22696444,786432,1179648,6,9,131072,7156,4536008704,34607,4.8360816098378985,633874.888764673,0.5373424010930931,0.806013601639653,1.0286472889882616,655066.9379541643
2025-09-10 00:00:00.000 UTC,126167.32153889356,44986932,22728221,786432,1179648,6,9,131072,7122,4587126784,34997,4.913928671721426,644078.4588598708,0.5459920746357118,0.8189881119535766,1.0046335299073295,647556.7806795844
2025-09-09 00:00:00.000 UTC,140056.70972241595,44987915,22692966,786432,1179648,6,9,131072,7169,4421844992,33736,4.705816710838332,616800.8079230018,0.5228685234264806,0.7843027851397282,1.0112986469521552,624424.8871530199
2025-09-08 00:00:00.000 UTC,141980.40731945803,44987672,22728734,786432,1179648,6,9,131072,7159,4539285504,34632,4.83754714345579,634066.9791870373,0.5375052381617512,0.8062578572426361,1.0022349490152256,635183.8100293337
2025-09-07 00:00:00.000 UTC,129134.25624912721,44981155,22796725,786432,1179648,6,9,131072,7161,4152229888,31679,4.423823488339617,579839.3922636503,0.4915359431488487,0.7373039147232722,1.0135455941907554,589942.9733277475
2025-09-06 00:00:00.000 UTC,134116.47914917435,44987176,22787655,786432,1179648,6,9,131072,7146,3880124416,29603,4.142597257206829,542978.5076966134,0.4602885841340921,0.6904328762011382,1.0001399384270921,543033.5337251609
2025-09-05 00:00:00.000 UTC,142274.97333147164,44986167,22735876,786432,1179648,6,9,131072,7162,4106616832,31331,4.374616029042167,573389.672158615,0.4860684476713511,0.729102671507031,1.0022340128455738,574981.8620497067
2025-09-04 00:00:00.000 UTC,142178.7132281045,44982739,22708390,786432,1179648,6,9,131072,7159,4130209792,31511,4.401592401173348,576925.519206593,0.48906582235259916,0.7335987335288937,1.0061461097918705,580953.4337197932
2025-09-03 00:00:00.000 UTC,139105.19073531462,44984997,22737467,786432,1179648,6,9,131072,7167,4036362240,30795,4.296776894097949,563187.1410632064,0.4774196548997744,0.7161294823496611,1,563187.1410632064
2025-09-02 00:00:00.000 UTC,121096.02244668911,44986493,22741679,786432,1179648,6,9,131072,7128,3948281856,30123,4.226010101010101,553911.595959596,0.46955667789001426,0.7043350168350181,1.0001402918069584,553985.1492704826
2025-09-01 00:00:00.000 UTC,141591.41772505234,44987482,22735424,786432,1179648,6,9,131072,7165,3754033152,28641,3.997348220516399,523940.42595952546,0.44414980227960127,0.6662247034193991,1,523940.42595952546
2025-08-31 00:00:00.000 UTC,108920.06183696259,44988181,22817500,786432,1179648,6,9,131072,7164,3569090560,27230,3.8009491903964268,498198.01228364045,0.4223276878218275,0.6334915317327345,1,498198.01228364045
2025-08-30 00:00:00.000 UTC,105412.01421404682,44987797,22804448,786432,1179648,6,9,131072,7176,3919970304,29907,4.167642140468227,546261.1906354515,0.46307134894091756,0.6946070234113716,1.0018115942028984,547448.4370122631
2025-08-29 00:00:00.000 UTC,122022.95913528591,44986525,22737911,786432,1179648,6,9,131072,7170,4109238272,31351,4.372524407252441,573115.5191073919,0.4858360452502721,0.7287540678754104,1.0362622036262203,600152.5467224547
2025-08-28 00:00:00.000 UTC,140344.03854748604,44982669,22669613,786432,1179648,6,9,131072,7160,4211081216,32128,4.4871508379888265,588139.8346368715,0.4985723153320934,0.747858472998141,1.0012569832402234,588853.774301676
2025-08-27 00:00:00.000 UTC,158623.1979064899,44989248,22746722,786432,1179648,6,9,131072,7165,4344119296,33143,4.625680390788555,606297.1801814375,0.5139644878654009,0.7709467317980975,1.1730635031402652,738137.5017445917
2025-08-26 00:00:00.000 UTC,145230.55476489465,44985757,22689755,786432,1179648,6,9,131072,7167,4156817408,31714,4.425003488209851,579994.0572066415,0.49166705424553797,0.7375005813683098,1.0093484023998884,586266.9323287288
2025-08-25 00:00:00.000 UTC,127868.99720982143,44988599,22767125,786432,1179648,6,9,131072,7168,4204789760,32080,4.475446428571429,586605.7142857143,0.497271825396825,0.7459077380952401,1.0034877232142858,588580.5714285715
2025-08-24 00:00:00.000 UTC,114663.72163367717,44984055,22768034,786432,1179648,6,9,131072,7174,3810263040,29070,4.052132701421801,531121.1374407583,0.4502369668246461,0.6753554502369643,1.001672706997491,532308.7148034569
2025-08-23 00:00:00.000 UTC,120515.00139703829,44988529,22704981,786432,1179648,6,9,131072,7158,3833462784,29247,4.085917854149204,535549.4249790445,0.45399087268324384,0.6809863090248667,1.0020955574182733,537014.3257893267
2025-08-22 00:00:00.000 UTC,122157.61706874912,44982720,22764434,786432,1179648,6,9,131072,7171,3890348032,29681,4.139032213080463,542511.2302328824,0.4598924681200528,0.6898387021800777,1.0004183516943244,542675.7328127179
2025-08-21 00:00:00.000 UTC,118719.0465278748,44984461,22725518,786432,1179648,6,9,131072,7157,3770679296,28768,4.019561268687998,526851.9346094732,0.44661791874311046,0.6699268781146646,1,526851.9346094732
2025-08-20 00:00:00.000 UTC,120453.25191798019,44982524,22711404,786432,1179648,6,9,131072,7169,3924426752,29941,4.176454177709583,547416.2019807504,0.4640504641899554,0.6960756962849304,1.006556005021621,551968.709722416
2025-08-19 00:00:00.000 UTC,121076.19370122631,44984276,22726872,786432,1179648,6,9,131072,7176,3895721984,29722,4.141861761426979,542882.104793757,0.46020686238077296,0.690310293571163,1.000139353400223,542882.104793757
2025-08-18 00:00:00.000 UTC,119422.08271725485,44982116,22743252,786432,1179648,6,9,131072,7169,3936092160,30030,4.188868740410099,549043.4035430325,0.465429860045564,0.6981447900683474,1.0069744734272563,554071.2735388478
2025-08-17 00:00:00.000 UTC,111646.66968641114,44981634,22760337,786432,1179648,6,9,131072,7175,3821535232,29156,4.0635540069686416,532618.1508013938,0.45150600077429387,0.6772590011614371,1,532618.1508013938
2025-08-16 00:00:00.000 UTC,111212.96761133603,44977628,22767601,786432,1179648,6,9,131072,7163,3767271424,28742,4.01256456791847,525934.8630462097,0.4458405075464963,0.6687607613197452,1,525934.8630462097
2025-08-15 00:00:00.000 UTC,121728.799218641,44983687,22692083,786432,1179648,6,9,131072,7167,3778150400,28825,4.021905957862425,527159.2577089438,0.4468784397624919,0.6703176596437367,1,527159.2577089438
2025-08-14 00:00:00.000 UTC,123024.02658830115,44977855,22672522,786432,1179648,6,9,131072,7146,4041736192,30836,4.315141337811363,565594.205429611,0.47946014864570374,0.7191902229685624,1.0044780296669464,568217.1127903722
2025-08-13 00:00:00.000 UTC,127520.10900209351,44978666,22721687,786432,1179648,6,9,131072,7165,3826909184,29197,4.074947662247034,534111.5399860432,0.45277196247189316,0.6791579437078396,1.0023726448011165,535629.8897418004
2025-08-12 00:00:00.000 UTC,120000.98032100488,44979364,22725469,786432,1179648,6,9,131072,7165,3761242112,28696,4.005024424284717,524946.5613398465,0.4450027138094144,0.6675040707141194,1,524946.5613398465
2025-08-11 00:00:00.000 UTC,119907.29017357223,44982727,22691511,786432,1179648,6,9,131072,7144,3807772672,29051,4.066489361702128,533002.8936170213,0.45183215130023524,0.677748226950354,1,533002.8936170213
2025-08-10 00:00:00.000 UTC,120162.40841134553,44975010,22689885,786432,1179648,6,9,131072,7157,3873570816,29553,4.129244096688557,541228.2822411625,0.45880489963205834,0.6882073494480913,1,541228.2822411625
2025-08-09 00:00:00.000 UTC,122375.71851438146,44978255,22707957,786432,1179648,6,9,131072,7162,4074897408,31089,4.340826584752862,568960.8221167271,0.4823140649725354,0.7234710974588151,1.0006981290142418,569381.7458810388
2025-08-08 00:00:00.000 UTC,123214.81852472758,44977021,22694966,786432,1179648,6,9,131072,7158,4140957696,31593,4.413663034367142,578507.64124057,0.49040700381856617,0.7356105057278569,1.0600726459905,622527.9105895502
2025-08-07 00:00:00.000 UTC,120413.34847637685,44970608,22704772,786432,1179648,6,9,131072,7154,3887464448,29659,4.145792563600783,543397.3228962818,0.4606436181778645,0.6909654272668008,1,543397.3228962818
2025-08-06 00:00:00.000 UTC,116407.75024444755,44977973,22668951,786432,1179648,6,9,131072,7159,3936354304,30032,4.194999301578433,549846.9484564883,0.4661110335087142,0.6991665502630738,1,549846.9484564883
2025-08-05 00:00:00.000 UTC,119084.71316855188,44972432,22707932,786432,1179648,6,9,131072,7161,3833331712,29246,4.084066471163245,535306.7605083089,0.4537851634625814,0.6806777451938739,1,535306.7605083089
2025-08-04 00:00:00.000 UTC,107195.84577808793,44976203,22742195,786432,1179648,6,9,131072,7165,3783262208,28864,4.0284717376133985,528019.8475924634,0.44760797084593057,0.6714119562688973,1,528019.8475924634
2025-08-03 00:00:00.000 UTC,96704.0556640625,44968554,22808734,786432,1179648,6,9,131072,7168,3570008064,27237,3.7998046875,498048,0.4222005208333299,0.6333007812499923,1,498048
2025-08-02 00:00:00.000 UTC,103896.59642008111,44970528,22795087,786432,1179648,6,9,131072,7151,3821404160,29155,4.077052160536988,534387.3807859041,0.45300579561521687,0.6795086934228298,1.000699202908684,534717.3061110334
2025-08-01 00:00:00.000 UTC,116063.15388919978,44969628,22708588,786432,1179648,6,9,131072,7148,4021288960,30680,4.292109681029658,562575.4001119194,0.4769010756699563,0.7153516135049408,1.0020984890878568,563877.3184107443
2025-07-31 00:00:00.000 UTC,104134.63380478925,44961568,22674206,786432,1179648,6,9,131072,7141,3829792768,29219,4.091723848200532,536310.4282313401,0.45463598313339326,0.6819539747000891,1,536310.4282313401
2025-07-30 00:00:00.000 UTC,99914.27162048698,44952741,22694900,786432,1179648,6,9,131072,7146,3749969920,28610,4.0036383991043945,524764.8922474112,0.44484871101159995,0.6672730665173982,1,524764.8922474112
2025-07-29 00:00:00.000 UTC,111272.46259264438,44953116,22711603,786432,1179648,6,9,131072,7151,3993501696,30468,4.260662844357433,558453.6003356174,0.47340698270637904,0.7101104740595727,1.0008390434904209,558985.1466927702
2025-07-28 00:00:00.000 UTC,116684.62246468037,44953696,22700029,786432,1179648,6,9,131072,7149,4160356352,31741,4.4399216673660655,581949.4127850049,0.49332462970733687,0.7399869445610169,1,581949.4127850049
2025-07-27 00:00:00.000 UTC,118342.42237411076,44954503,22752294,786432,1179648,6,9,131072,7169,3978952704,30357,4.234481796624355,555021.9980471474,0.47049797740270255,0.7057469661040604,1,555021.9980471474
2025-07-26 00:00:00.000 UTC,108411.33896412118,44955679,22780706,786432,1179648,6,9,131072,7163,3933863936,30013,4.190004188189306,549192.2289543487,0.4655560209099216,0.6983340313648853,1,549192.2289543487
2025-07-25 00:00:00.000 UTC,115247.95870660694,44933748,22681840,786432,1179648,6,9,131072,7144,4037672960,30805,4.312010078387458,565183.7849944009,0.47911223093193894,0.718668346397911,1,565183.7849944009
2025-07-24 00:00:00.000 UTC,117208.64717403469,44947280,22679986,786432,1179648,6,9,131072,7148,4108451840,31345,4.385142697257974,574769.4236149972,0.4872380774731028,0.7308571162096639,1,574769.4236149972
2025-07-23 00:00:00.000 UTC,114600.07199776318,44928898,22706537,786432,1179648,6,9,131072,7153,4151181312,31671,4.427652733118971,580341.2990353698,0.4919614147909923,0.7379421221864965,1,580341.2990353698
2025-07-22 00:00:00.000 UTC,115527.2743808591,44919258,22654846,786432,1179648,6,9,131072,7147,4443734016,33903,4.743668672170141,621762.1401986848,0.5270742969077874,0.7906114453616951,1.0006995942353436,622202.2868336365
2025-07-21 00:00:00.000 UTC,109549.41877357173,41505923,20907091,786432,1179648,6,9,131072,7159,4130996224,31517,4.402430507054058,577035.3714205895,0.4891589452282273,0.7337384178423468,1,577035.3714205895
2025-07-20 00:00:00.000 UTC,95692.26079061322,36991177,18656851,786432,1179648,6,9,131072,7159,4088659968,31194,4.357312473809191,571121.6605671183,0.48414583042324116,0.7262187456348679,1.0043302137169996,573959.5094286911
2025-07-19 00:00:00.000 UTC,92800.32764409625,36546959,18393899,786432,1179648,6,9,131072,7148,3957587968,30194,4.2241186345831006,553663.6776720762,0.4693465149536779,0.7040197724305169,1,553663.6776720762
2025-07-18 00:00:00.000 UTC,95951.4619246862,36389589,18334538,786432,1179648,6,9,131072,7170,4115791872,31401,4.379497907949791,574029.549790795,0.4866108786610844,0.729916317991631,1.0029288702928871,575894.1723849373
2025-07-17 00:00:00.000 UTC,92341.62085308057,36230036,18276840,786432,1179648,6,9,131072,7174,4063100928,30999,4.321020351268469,566364.7794814608,0.4801133723631622,0.7201700585447475,1.0036241984945637,568520.6891552829
